Reporting Date,Sale Month,Store,Artist,Title,ISRC,Quantity,Song/Album,Country of Sale,Earnings.USD
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,DK,0.00353141
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,19,Song,FR,0.05515099
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,20,Song,CL,0.00068034
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,3,Song,CA,0.00200348
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,3,Song,NZ,0.0148003
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,3,Song,IL,0.0134271
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,14,Song,IT,0.04302314
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,AT,0.00512988
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,PL,0.00016838
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,SE,0.00562591
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,DK,0.00297735
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,6,Song,CH,0.04385025
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,15,Song,PH,0.00100914
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,FR,0.00174636
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,12,Song,TW,0.03253927
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,47,Song,ES,0.11346023
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,15,Song,CL,0.03563039
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,BR,0.00031628
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,3,Song,CA,0.01213809
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,10,Song,ES,0.04907569
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,23,Song,BE,0.06706268
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,ES,0.0099776
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,6,Song,SK,0.00879553
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,CL,0.00217983
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,NO,0.0034586
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,12,Song,NL,0.03336979
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,3,Song,ES,0.00644505
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,FR,0.00475671
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,19,Song,NL,0.10792078
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,8,Song,PH,0.01378433
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,PT,0.00819483
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,NO,0.00610033
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,BR,0.0003652
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,4,Song,AU,0.01804273
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,IE,0.00666577
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,MX,0.0019466
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,CY,0.00000114
7/22/2020,2020-05,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,PE,0.00314118
8/27/2020,2020-05,youtube,John King Cave,Half Moon,QZDA82018393,5,Song,US,0.015181
11/26/2020,2020-06,amazon unlimited,John King Cave,Half Moon,QZDA82018393,2,Song,GB,0.02621313
7/25/2020,2020-06,applemusic,John King Cave,Half Moon,QZDA82018393,1,Song,US,0.00460242
7/25/2020,2020-06,applemusic,John King Cave,Half Moon,QZDA82018393,40,Song,US,0.184097
7/25/2020,2020-06,applemusic,John King Cave,Half Moon,QZDA82018393,1,Song,US,0.00338231
7/24/2020,2020-06,itunesmatch,John King Cave,Half Moon,QZDA82018393,1,Song,US,0.00044682
8/24/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,13,Song,GB,0.05771306
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,85,Song,US,0.30526303
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,EC,0.000074
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,IN,0.000057
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,BH,0.000042
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,230,Song,BR,0.27953343
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,NO,0.00369137
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,21,Song,CA,0.03881468
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,11,Song,NZ,0.04941034
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,76,Song,FR,0.19478817
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,11,Song,SK,0.02536938
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,8,Song,SG,0.01680163
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,104,Song,ES,0.21501667
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,JP,0.0024711
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,6,Song,ID,0.00440966
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,HK,0.01015128
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,CZ,0.00375721
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,6,Song,FI,0.03943775
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,9,Song,MX,0.01151615
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,AU,0.0039312
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,3,Song,CH,0.01506292
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,31,Song,BE,0.09292741
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,20,Song,TW,0.0491905
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,ZA,0.0022642
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,47,Song,PH,0.02838126
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,5,Song,LV,0.01275052
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,14,Song,IT,0.037364
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,AR,0.00106744
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,DK,0.00051844
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,RO,0.00029155
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,28,Song,NL,0.11827445
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,36,Song,CL,0.05291126
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,5,Song,PL,0.00095576
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,CO,0.00170109
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,52,Song,DE,0.16482574
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,5,Song,IS,0.02242216
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,PT,0.00012226
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,PE,0.00165642
8/25/2020,2020-06,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,TH,0.001031
9/25/2020,2020-06,youtube,John King Cave,Half Moon,QZDA82018393,1,Song,GB,0.004488
9/25/2020,2020-06,youtube,John King Cave,Half Moon,QZDA82018393,1,Song,BR,0.001025
9/3/2020,2020-07,applemusic,John King Cave,Half Moon,QZDA82018393,2,Song,US,0.00933764
9/3/2020,2020-07,applemusic,John King Cave,Half Moon,QZDA82018393,21,Song,US,0.09804519
9/3/2020,2020-07,applemusic,John King Cave,Half Moon,QZDA82018393,27,Song,UA,0.05945322
9/3/2020,2020-07,applemusic,John King Cave,Half Moon,QZDA82018393,1,Song,UA,0.00165223
9/2/2020,2020-07,itunesmatch,John King Cave,Half Moon,QZDA82018393,2,Song,US,0.00108531
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,3,Song,CA,0.00291025
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,TW,0.00542954
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,3,Song,DE,0.00768741
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,BR,0.00142158
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,22,Song,FR,0.0094988
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,NO,0.01343504
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,6,Song,PH,0.00358576
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,DE,0.00412362
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,AE,0.00366904
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,4,Song,BR,0.00436306
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,5,Song,ES,0.01208748
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,3,Song,DE,0.00695175
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,ES,0.00320983
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,BE,0.00609117
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,MY,0.00224978
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,NL,0.00609117
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,ES,0.01029229
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,4,Song,CL,0.0001735
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,NO,0.00764114
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,ID,0.00003586
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,21,Song,BR,0.00298544
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,13,Song,ES,0.00297618
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,3,Song,FR,0.01618219
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,14,Song,BR,0.01729031
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,CL,0.00202769
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,PT,0.00019086
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,DE,0.01006789
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,IT,0.00612702
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,CL,0.00523984
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,BE,0.0098273
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,AU,0.00475518
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,SG,0.00386684
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,NZ,0.01011416
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,10,Song,FR,0.02830785
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,MX,0.0008629
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,PL,0.00117867
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,PL,0.00009485
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,TW,0.00016309
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,SK,0.0071426
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,SG,0.00368871
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,CA,0.00208784
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,4,Song,NL,0.01168148
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,4,Song,DE,0.00298775
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,7,Song,BR,0.01723363
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,3,Song,BE,0.00181833
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,PH,0.00069517
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,NL,0.0058552
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,3,Song,PH,0.00472048
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,CL,0.00033776
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,6,Song,BE,0.01850021
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,PH,0.00021399
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,BR,0.00134524
9/26/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,SG,0.00039559
9/27/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,5,Song,US,0.010852
9/27/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,21,Song,US,0.11316201
9/27/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,US,0.001756
9/27/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,23,Song,US,0.06539101
9/27/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,4,Song,US,0.007856
9/27/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,GB,0.00371972
9/27/2020,2020-07,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,GB,0.00134419
12/16/2020,2020-08,amazon unlimited,John King Cave,Half Moon,QZDA82018393,1,Song,US,0.01453633
9/28/2020,2020-08,applemusic,John King Cave,Half Moon,QZDA82018393,19,Song,US,0.0965145
9/28/2020,2020-08,applemusic,John King Cave,Half Moon,QZDA82018393,2,Song,UA,0.00439589
10/24/2020,2020-08,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,NO,0.00674134
10/24/2020,2020-08,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,FR,0.00074472
10/24/2020,2020-08,spotify,John King Cave,Half Moon,QZDA82018393,3,Song,AU,0.01168734
10/24/2020,2020-08,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,CA,0.00206358
10/24/2020,2020-08,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,ID,0.00081414
10/24/2020,2020-08,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,CH,0.0037695
10/24/2020,2020-08,spotify,John King Cave,Half Moon,QZDA82018393,4,Song,BR,0.00253888
10/24/2020,2020-08,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,NL,0.00609544
10/24/2020,2020-08,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,HU,0.00172475
10/24/2020,2020-08,spotify,John King Cave,Half Moon,QZDA82018393,15,Song,US,0.05833194
10/24/2020,2020-08,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,UA,0.001864
10/24/2020,2020-08,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,GB,0.01063934
10/23/2020,2020-09,applemusic,John King Cave,Half Moon,QZDA82018393,16,Song,US,0.07532505
10/23/2020,2020-09,applemusic,John King Cave,Half Moon,QZDA82018393,4,Song,UA,0.00885565
11/27/2020,2020-09,spotify,John King Cave,Half Moon,QZDA82018393,6,Song,BR,0.00202221
11/27/2020,2020-09,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,CL,0.00184976
11/27/2020,2020-09,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,DE,0.00384953
11/27/2020,2020-09,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,SE,0.00607373
11/27/2020,2020-09,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,ES,0.00903853
11/27/2020,2020-09,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,BE,0.00323412
11/27/2020,2020-09,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,RU,0.0001193
11/27/2020,2020-09,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,NL,0.00295772
11/27/2020,2020-09,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,FR,0.0005528
11/27/2020,2020-09,spotify,John King Cave,Half Moon,QZDA82018393,5,Song,GB,0.02370733
11/27/2020,2020-09,spotify,John King Cave,Half Moon,QZDA82018393,18,Song,US,0.07166794
11/8/2020,2020-09,youtube,John King Cave,Half Moon,QZDA82018393,1,Song,FR,0.00211
11/28/2020,2020-10,applemusic,John King Cave,Half Moon,QZDA82018393,3,Song,US,0.01925103
11/28/2020,2020-10,applemusic,John King Cave,Half Moon,QZDA82018393,3,Song,UA,0.00708001
12/25/2020,2020-10,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,FR,0.000558
12/25/2020,2020-10,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,RU,0.00070052
12/25/2020,2020-10,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,AR,0.00145298
12/25/2020,2020-10,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,NL,0.00210519
12/25/2020,2020-10,spotify,John King Cave,Half Moon,QZDA82018393,4,Song,BR,0.00161966
12/25/2020,2020-10,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,ES,0.00253154
12/25/2020,2020-10,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,BE,0.00652211
12/25/2020,2020-10,spotify,John King Cave,Half Moon,QZDA82018393,21,Song,US,0.06588299
12/25/2020,2020-10,spotify,John King Cave,Half Moon,QZDA82018393,4,Song,GB,0.01518614
11/28/2020,2020-10,youtube,John King Cave,Half Moon,QZDA82018393,1,Song,US,0.000917
12/26/2020,2020-11,applemusic,John King Cave,Half Moon,QZDA82018393,3,Song,US,0.0233209
12/26/2020,2020-11,applemusic,John King Cave,Half Moon,QZDA82018393,2,Song,UA,0.0048804
2/1/2021,2020-11,google play all access,John King Cave,Half Moon,QZDA82018393,1,Song,US,0.00001752
1/23/2021,2020-11,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,RU,0.00015402
1/23/2021,2020-11,spotify,John King Cave,Half Moon,QZDA82018393,2,Song,BR,0.00137176
1/23/2021,2020-11,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,BE,0.00324891
1/23/2021,2020-11,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,FR,0.00057999
1/23/2021,2020-11,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,NL,0.00596596
1/23/2021,2020-11,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,FI,0.00695627
1/23/2021,2020-11,spotify,John King Cave,Half Moon,QZDA82018393,19,Song,US,0.06618795
1/23/2021,2020-11,spotify,John King Cave,Half Moon,QZDA82018393,1,Song,GB,0.00249171
1/9/2021,2020-11,youtube,John King Cave,Half Moon,QZDA82018393,1,Song,US,0.001827
1/27/2021,2020-12,applemusic,John King Cave,Half Moon,QZDA82018393,9,Song,US,0.0476714
2/7/2021,2020-12,youtube,John King Cave,"Honey, Don't Cast Your Anchor",QZPLR2031050,1,Song,ES,0.001965
12/7/2020,2020-07,amazon unlimited,John King Cave,I Love America,QZHN92091235,1,Song,US,0.01447435
9/2/2020,2020-07,applemusic,John King Cave,I Love America,QZHN92091235,1,Song,AU,0.00522196
9/2/2020,2020-07,applemusic,John King Cave,I Love America,QZHN92091235,1,Song,BE,0.0065203
9/3/2020,2020-07,applemusic,John King Cave,I Love America,QZHN92091235,11,Song,US,0.051357
9/26/2020,2020-07,spotify,John King Cave,I Love America,QZHN92091235,1,Song,BR,0.00123535
9/26/2020,2020-07,spotify,John King Cave,I Love America,QZHN92091235,2,Song,NL,0.0117104
9/27/2020,2020-07,spotify,John King Cave,I Love America,QZHN92091235,1,Song,IN,0.00003
9/27/2020,2020-07,spotify,John King Cave,I Love America,QZHN92091235,6,Song,US,0.017058
9/27/2020,2020-07,spotify,John King Cave,I Love America,QZHN92091235,1,Song,US,0.001964
9/27/2020,2020-07,spotify,John King Cave,I Love America,QZHN92091235,12,Song,US,0.06466401
9/27/2020,2020-07,spotify,John King Cave,I Love America,QZHN92091235,5,Song,US,0.010852
9/27/2020,2020-07,spotify,John King Cave,I Love America,QZHN92091235,1,Song,SV,0.001349
9/25/2020,2020-07,youtube,John King Cave,I Love America,QZHN92091235,2,Song,US,0.086691
12/16/2020,2020-08,amazon unlimited,John King Cave,I Love America,QZHN92091235,1,Song,US,0.01871159
10/24/2020,2020-08,spotify,John King Cave,I Love America,QZHN92091235,1,Song,AU,0.00466246
10/24/2020,2020-08,spotify,John King Cave,I Love America,QZHN92091235,11,Song,US,0.05040695
11/8/2020,2020-08,youtube,John King Cave,I Love America,QZHN92091235,1,Song,CA,0.004158
11/8/2020,2020-08,youtube,John King Cave,I Love America,QZHN92091235,1,Song,BR,0.000291
11/8/2020,2020-08,youtube,John King Cave,I Love America,QZHN92091235,2,Song,FR,0.001402
2/10/2021,2020-09,amazon unlimited,John King Cave,I Love America,QZHN92091235,1,Song,US,0.00328255
