Reporting Date,Sale Month,Store,Artist,Title,ISRC,Quantity,Song/Album,Country of Sale,Earnings.USD
10/23/2020,2020-09,applemusic,John King Cave,I Love America,QZHN92091235,2,Song,US,0.01361047
11/27/2020,2020-09,spotify,John King Cave,I Love America,QZHN92091235,11,Song,US,0.04645196
12/25/2020,2020-10,spotify,John King Cave,I Love America,QZHN92091235,5,Song,US,0.021641
1/23/2021,2020-11,spotify,John King Cave,I Love America,QZHN92091235,2,Song,US,0.006102
1/9/2021,2020-11,youtube,John King Cave,I Love America,QZHN92091235,1,Song,US,0.00339
1/27/2021,2020-12,applemusic,John King Cave,I Love America,QZHN92091235,3,Song,US,0.01985775
2/16/2021,2020-04,itunes,John King Cave,In Harlem,QZDA82018399,1,Song,US,0.69958196
9/19/2020,2020-05,amazon unlimited,John King Cave,In Harlem,QZDA82018399,2,Song,US,0.026693
6/27/2020,2020-05,applemusic,John King Cave,In Harlem,QZDA82018399,1,Song,US,0.00321497
6/27/2020,2020-05,applemusic,John King Cave,In Harlem,QZDA82018399,28,Song,US,0.13439886
6/27/2020,2020-05,applemusic,John King Cave,In Harlem,QZDA82018399,2,Song,US,0.00709394
6/26/2020,2020-05,itunes,John King Cave,In Harlem,QZDA82018399,1,Song,US,0.69999405
6/26/2020,2020-05,itunesmatch,John King Cave,In Harlem,QZDA82018399,1,Song,US,0.00047052
7/21/2020,2020-05,spotify,John King Cave,In Harlem,QZDA82018399,2,Song,US,0.003085
7/21/2020,2020-05,spotify,John King Cave,In Harlem,QZDA82018399,41,Song,US,0.22398602
7/21/2020,2020-05,spotify,John King Cave,In Harlem,QZDA82018399,17,Song,US,0.049591
7/21/2020,2020-05,spotify,John King Cave,In Harlem,QZDA82018399,9,Song,US,0.019975
7/21/2020,2020-05,spotify,John King Cave,In Harlem,QZDA82018399,1,Song,US,0.001604
7/22/2020,2020-05,spotify,John King Cave,In Harlem,QZDA82018399,2,Song,NL,0.0113599
8/27/2020,2020-05,youtube,John King Cave,In Harlem,QZDA82018399,12,Song,US,0.035488
11/26/2020,2020-06,amazon unlimited,John King Cave,In Harlem,QZDA82018399,1,Song,DE,0.0019976
11/26/2020,2020-06,amazon unlimited,John King Cave,In Harlem,QZDA82018399,1,Song,GB,0.01852775
7/25/2020,2020-06,applemusic,John King Cave,In Harlem,QZDA82018399,4,Song,US,0.0184097
7/24/2020,2020-06,itunesmatch,John King Cave,In Harlem,QZDA82018399,1,Song,US,0.00044682
8/25/2020,2020-06,spotify,John King Cave,In Harlem,QZDA82018399,12,Song,US,0.05149901
9/25/2020,2020-06,youtube,John King Cave,In Harlem,QZDA82018399,5,Song,US,0.016156
9/3/2020,2020-07,applemusic,John King Cave,In Harlem,QZDA82018399,15,Song,US,0.07003228
9/3/2020,2020-07,applemusic,John King Cave,In Harlem,QZDA82018399,1,Song,US,0.00466882
9/2/2020,2020-07,itunesmatch,John King Cave,In Harlem,QZDA82018399,2,Song,US,0.00108531
9/26/2020,2020-07,spotify,John King Cave,In Harlem,QZDA82018399,1,Song,NL,0.00292066
9/27/2020,2020-07,spotify,John King Cave,In Harlem,QZDA82018399,1,Song,US,0.001964
9/27/2020,2020-07,spotify,John King Cave,In Harlem,QZDA82018399,2,Song,US,0.005686
9/27/2020,2020-07,spotify,John King Cave,In Harlem,QZDA82018399,2,Song,US,0.010777
9/27/2020,2020-07,spotify,John King Cave,In Harlem,QZDA82018399,1,Song,US,0.001756
9/25/2020,2020-07,youtube,John King Cave,In Harlem,QZDA82018399,3,Song,US,0.009387
9/25/2020,2020-07,youtube,John King Cave,In Harlem,QZDA82018399,1,Song,GR,0.000733
12/16/2020,2020-08,amazon unlimited,John King Cave,In Harlem,QZDA82018399,1,Song,DE,0.00197691
9/28/2020,2020-08,applemusic,John King Cave,In Harlem,QZDA82018399,4,Song,US,0.01857952
10/24/2020,2020-08,spotify,John King Cave,In Harlem,QZDA82018399,14,Song,US,0.04883795
10/23/2020,2020-09,applemusic,John King Cave,In Harlem,QZDA82018399,2,Song,US,0.00941563
11/27/2020,2020-09,spotify,John King Cave,In Harlem,QZDA82018399,7,Song,US,0.02124898
11/28/2020,2020-10,applemusic,John King Cave,In Harlem,QZDA82018399,2,Song,US,0.00992201
12/25/2020,2020-10,spotify,John King Cave,In Harlem,QZDA82018399,3,Song,US,0.01398
11/28/2020,2020-10,youtube,John King Cave,In Harlem,QZDA82018399,5,Song,US,0.028785
12/26/2020,2020-11,applemusic,John King Cave,In Harlem,QZDA82018399,4,Song,US,0.02537806
1/23/2021,2020-11,spotify,John King Cave,In Harlem,QZDA82018399,4,Song,US,0.02230998
1/9/2021,2020-11,youtube red,John King Cave,In Harlem,QZDA82018399,1,Song,US,0.006629
1/27/2021,2020-12,applemusic,John King Cave,In Harlem,QZDA82018399,3,Song,US,0.01266084
2/7/2021,2020-12,youtube,John King Cave,In Harlem,QZDA82018399,2,Song,CZ,0.001633
6/2/2020,2020-04,applemusic,John King Cave,Junebug,QZDA72097782,4,Song,US,0.01225201
6/2/2020,2020-04,applemusic,John King Cave,Junebug,QZDA72097782,7,Song,US,0.03562304
6/2/2020,2020-04,applemusic,John King Cave,Junebug,QZDA72097782,2,Song,US,0.01937602
6/2/2020,2020-04,applemusic,John King Cave,Junebug,QZDA72097782,1,Song,US,0.003888
2/16/2021,2020-04,itunes,John King Cave,Junebug,QZDA72097782,1,Song,US,0.69958196
6/20/2020,2020-04,spotify,John King Cave,Junebug,QZDA72097782,8,Song,US,0.018215
6/20/2020,2020-04,spotify,John King Cave,Junebug,QZDA72097782,5,Song,US,0.015122
6/20/2020,2020-04,spotify,John King Cave,Junebug,QZDA72097782,1,Song,US,0.001346
6/20/2020,2020-04,spotify,John King Cave,Junebug,QZDA72097782,1,Song,FR,0.00584266
6/20/2020,2020-04,spotify,John King Cave,Junebug,QZDA72097782,1,Song,SE,0.00527893
6/20/2020,2020-04,spotify,John King Cave,Junebug,QZDA72097782,1,Song,ES,0.00008819
6/20/2020,2020-04,spotify,John King Cave,Junebug,QZDA72097782,3,Song,NL,0.01681912
8/1/2020,2020-04,youtube,John King Cave,Junebug,QZDA72097782,4,Song,US,0.05264298
9/19/2020,2020-05,amazon unlimited,John King Cave,Junebug,QZDA72097782,2,Song,US,0.026693
6/27/2020,2020-05,applemusic,John King Cave,Junebug,QZDA72097782,1,Song,US,0.00321497
6/27/2020,2020-05,applemusic,John King Cave,Junebug,QZDA72097782,1,Song,US,0.00321497
6/27/2020,2020-05,applemusic,John King Cave,Junebug,QZDA72097782,55,Song,US,0.26399776
6/27/2020,2020-05,applemusic,John King Cave,Junebug,QZDA72097782,3,Song,US,0.02524479
6/27/2020,2020-05,applemusic,John King Cave,Junebug,QZDA72097782,1,Song,US,0.00898192
6/27/2020,2020-05,applemusic,John King Cave,Junebug,QZDA72097782,3,Song,US,0.01064091
6/27/2020,2020-05,applemusic,John King Cave,Junebug,QZDA72097782,5,Song,US,0.01773485
6/26/2020,2020-05,itunes,John King Cave,Junebug,QZDA72097782,1,Song,US,0.69999405
7/21/2020,2020-05,spotify,John King Cave,Junebug,QZDA72097782,2,Song,US,0.005834
7/21/2020,2020-05,spotify,John King Cave,Junebug,QZDA72097782,71,Song,US,0.38787903
7/21/2020,2020-05,spotify,John King Cave,Junebug,QZDA72097782,12,Song,US,0.06555701
7/21/2020,2020-05,spotify,John King Cave,Junebug,QZDA72097782,25,Song,US,0.07292801
7/21/2020,2020-05,spotify,John King Cave,Junebug,QZDA72097782,1,Song,US,0.001543
7/21/2020,2020-05,spotify,John King Cave,Junebug,QZDA72097782,1,Song,US,0.001604
7/21/2020,2020-05,spotify,John King Cave,Junebug,QZDA72097782,3,Song,US,0.006658
7/21/2020,2020-05,spotify,John King Cave,Junebug,QZDA72097782,1,Song,US,0.001543
7/21/2020,2020-05,spotify,John King Cave,Junebug,QZDA72097782,13,Song,US,0.028852
7/22/2020,2020-05,spotify,John King Cave,Junebug,QZDA72097782,8,Song,NL,0.04544075
7/22/2020,2020-05,spotify,John King Cave,Junebug,QZDA72097782,1,Song,ES,0.00241419
7/22/2020,2020-05,spotify,John King Cave,Junebug,QZDA72097782,1,Song,DE,0.00252682
7/22/2020,2020-05,spotify,John King Cave,Junebug,QZDA72097782,1,Song,BE,0.00291592
7/22/2020,2020-05,spotify,John King Cave,Junebug,QZDA72097782,2,Song,NL,0.0113599
8/27/2020,2020-05,youtube,John King Cave,Junebug,QZDA72097782,3,Song,US,0.014488
8/27/2020,2020-05,youtube red,John King Cave,Junebug,QZDA72097782,1,Song,BR,0.0003432
8/27/2020,2020-05,youtube red,John King Cave,Junebug,QZDA72097782,1,Song,CA,0.001784
8/27/2020,2020-05,youtube red,John King Cave,Junebug,QZDA72097782,1,Song,MX,0.000484
8/27/2020,2020-05,youtube red,John King Cave,Junebug,QZDA72097782,2,Song,US,0.005964
7/25/2020,2020-06,applemusic,John King Cave,Junebug,QZDA72097782,2,Song,US,0.00920485
7/25/2020,2020-06,applemusic,John King Cave,Junebug,QZDA72097782,35,Song,US,0.16108487
7/25/2020,2020-06,applemusic,John King Cave,Junebug,QZDA72097782,5,Song,US,0.01691156
7/25/2020,2020-06,applemusic,John King Cave,Junebug,QZDA72097782,1,Song,US,0.00338231
7/24/2020,2020-06,itunesmatch,John King Cave,Junebug,QZDA72097782,1,Song,US,0.00044682
8/25/2020,2020-06,spotify,John King Cave,Junebug,QZDA72097782,22,Song,US,0.09952101
8/25/2020,2020-06,spotify,John King Cave,Junebug,QZDA72097782,3,Song,NL,0.01787378
9/25/2020,2020-06,youtube red,John King Cave,Junebug,QZDA72097782,1,Song,DE,0.0043952
9/25/2020,2020-06,youtube red,John King Cave,Junebug,QZDA72097782,2,Song,US,0.005548
9/3/2020,2020-07,applemusic,John King Cave,Junebug,QZDA72097782,3,Song,US,0.01400646
9/3/2020,2020-07,applemusic,John King Cave,Junebug,QZDA72097782,1,Song,US,0.00466882
9/3/2020,2020-07,applemusic,John King Cave,Junebug,QZDA72097782,20,Song,US,0.09337637
9/3/2020,2020-07,applemusic,John King Cave,Junebug,QZDA72097782,1,Song,US,0.00884986
9/3/2020,2020-07,applemusic,John King Cave,Junebug,QZDA72097782,1,Song,US,0.00340341
9/2/2020,2020-07,itunesmatch,John King Cave,Junebug,QZDA72097782,2,Song,US,0.00108531
9/26/2020,2020-07,spotify,John King Cave,Junebug,QZDA72097782,1,Song,NO,0.0067181
9/26/2020,2020-07,spotify,John King Cave,Junebug,QZDA72097782,1,Song,NL,0.0058552
9/26/2020,2020-07,spotify,John King Cave,Junebug,QZDA72097782,1,Song,NL,0.00292066
9/26/2020,2020-07,spotify,John King Cave,Junebug,QZDA72097782,3,Song,NL,0.0175656
9/26/2020,2020-07,spotify,John King Cave,Junebug,QZDA72097782,1,Song,NL,0.00292066
9/27/2020,2020-07,spotify,John King Cave,Junebug,QZDA72097782,7,Song,US,0.019902
9/27/2020,2020-07,spotify,John King Cave,Junebug,QZDA72097782,1,Song,US,0.001756
9/27/2020,2020-07,spotify,John King Cave,Junebug,QZDA72097782,9,Song,US,0.048498
9/27/2020,2020-07,spotify,John King Cave,Junebug,QZDA72097782,1,Song,US,0.002843
9/27/2020,2020-07,spotify,John King Cave,Junebug,QZDA72097782,1,Song,US,0.005389
9/27/2020,2020-07,spotify,John King Cave,Junebug,QZDA72097782,1,Song,US,0.00217
9/27/2020,2020-07,spotify,John King Cave,Junebug,QZDA72097782,1,Song,US,0.00217
9/27/2020,2020-07,spotify,John King Cave,Junebug,QZDA72097782,1,Song,US,0.001756
9/27/2020,2020-07,spotify,John King Cave,Junebug,QZDA72097782,1,Song,US,0.001964
9/25/2020,2020-07,youtube,John King Cave,Junebug,QZDA72097782,5,Song,GR,0.002609
9/25/2020,2020-07,youtube,John King Cave,Junebug,QZDA72097782,2,Song,US,0.010954
9/25/2020,2020-07,youtube red,John King Cave,Junebug,QZDA72097782,1,Song,IN,0.0003344
9/25/2020,2020-07,youtube red,John King Cave,Junebug,QZDA72097782,1,Song,US,0.0038248
12/16/2020,2020-08,amazon unlimited,John King Cave,Junebug,QZDA72097782,1,Song,US,0.01453633
9/28/2020,2020-08,applemusic,John King Cave,Junebug,QZDA72097782,17,Song,US,0.08722474
10/24/2020,2020-08,spotify,John King Cave,Junebug,QZDA72097782,3,Song,NL,0.01831691
10/24/2020,2020-08,spotify,John King Cave,Junebug,QZDA72097782,10,Song,US,0.03583196
11/8/2020,2020-08,youtube red,John King Cave,Junebug,QZDA72097782,2,Song,US,0.0183796
10/23/2020,2020-09,applemusic,John King Cave,Junebug,QZDA72097782,14,Song,US,0.06590942
11/27/2020,2020-09,spotify,John King Cave,Junebug,QZDA72097782,5,Song,NL,0.02433388
11/27/2020,2020-09,spotify,John King Cave,Junebug,QZDA72097782,10,Song,US,0.04622396
11/8/2020,2020-09,youtube red,John King Cave,Junebug,QZDA72097782,1,Song,AU,0.0020304
11/8/2020,2020-09,youtube red,John King Cave,Junebug,QZDA72097782,1,Song,US,0.0040376
11/28/2020,2020-10,applemusic,John King Cave,Junebug,QZDA72097782,4,Song,US,0.01851503
12/25/2020,2020-10,spotify,John King Cave,Junebug,QZDA72097782,1,Song,NL,0.00609575
12/25/2020,2020-10,spotify,John King Cave,Junebug,QZDA72097782,5,Song,US,0.02414
11/28/2020,2020-10,youtube red,John King Cave,Junebug,QZDA72097782,1,Song,GB,0.005036
12/26/2020,2020-11,applemusic,John King Cave,Junebug,QZDA72097782,1,Song,US,0.0048834
1/23/2021,2020-11,spotify,John King Cave,Junebug,QZDA72097782,1,Song,NL,0.00596596
1/23/2021,2020-11,spotify,John King Cave,Junebug,QZDA72097782,6,Song,US,0.02787298
1/9/2021,2020-11,youtube red,John King Cave,Junebug,QZDA72097782,1,Song,AU,0.0022584
1/9/2021,2020-11,youtube red,John King Cave,Junebug,QZDA72097782,2,Song,DE,0.0092096
1/27/2021,2020-12,applemusic,John King Cave,Junebug,QZDA72097782,22,Song,US,0.18390768
2/7/2021,2020-12,youtube,John King Cave,Junebug,QZDA72097782,2,Song,CZ,0.000743
2/7/2021,2020-12,youtube,John King Cave,Junebug,QZDA72097782,1,Song,IT,0.013277
2/7/2021,2020-12,youtube,John King Cave,Junebug,QZDA72097782,1,Song,US,0.010726
7/25/2020,2020-06,applemusic,John King Cave,Labyrinth of Faith,QZHN72092193,1,Song,US,0.00460242
8/25/2020,2020-06,spotify,John King Cave,Labyrinth of Faith,QZHN72097990,9,Song,US,0.042591
8/25/2020,2020-06,spotify,John King Cave,Labyrinth of Faith,QZHN72097990,1,Song,NL,0.00595793
9/25/2020,2020-06,youtube,John King Cave,Labyrinth of Faith,QZHN72097990,6,Song,US,0.025582
9/25/2020,2020-06,youtube,John King Cave,Labyrinth of Faith,QZHN72092193,4,Song,US,0.048752
9/3/2020,2020-07,applemusic,John King Cave,Labyrinth of Faith,QZHN72097990,3,Song,US,0.01400646
9/27/2020,2020-07,spotify,John King Cave,Labyrinth of Faith,QZHN72097990,1,Song,US,0.001756
9/27/2020,2020-07,spotify,John King Cave,Labyrinth of Faith,QZHN72097990,1,Song,US,0.005389
9/27/2020,2020-07,spotify,John King Cave,Labyrinth of Faith,QZHN72097990,3,Song,US,0.006511
9/27/2020,2020-07,spotify,John King Cave,Labyrinth of Faith,QZHN72097990,2,Song,US,0.005686
9/25/2020,2020-07,youtube,John King Cave,Labyrinth of Faith,QZHN72097990,1,Song,US,0.003267
10/24/2020,2020-08,spotify,John King Cave,Labyrinth of Faith,QZHN72097990,2,Song,US,0.00749599
11/27/2020,2020-09,spotify,John King Cave,Labyrinth of Faith,QZHN72097990,1,Song,US,0.002855
12/25/2020,2020-10,spotify,John King Cave,Labyrinth of Faith,QZHN72097990,2,Song,US,0.008298
1/23/2021,2020-11,spotify,John King Cave,Labyrinth of Faith,QZHN72097990,3,Song,US,0.01113999
2/7/2021,2020-12,youtube,John King Cave,Labyrinth of Faith,QZHN72097990,1,Song,US,0.00636
2/16/2021,2020-04,itunes,John King Cave,Looking,QZDA82018397,1,Song,US,0.69958196
9/19/2020,2020-05,amazon unlimited,John King Cave,Looking,QZDA82018397,3,Song,US,0.040039
6/27/2020,2020-05,applemusic,John King Cave,Looking,QZDA82018397,2,Song,US,0.00642995
6/27/2020,2020-05,applemusic,John King Cave,Looking,QZDA82018397,40,Song,US,0.19199837
6/27/2020,2020-05,applemusic,John King Cave,Looking,QZDA82018397,3,Song,US,0.02524479
6/27/2020,2020-05,applemusic,John King Cave,Looking,QZDA82018397,1,Song,US,0.00898192
6/27/2020,2020-05,applemusic,John King Cave,Looking,QZDA82018397,5,Song,US,0.01773485
6/26/2020,2020-05,itunes,John King Cave,Looking,QZDA82018397,1,Song,US,0.69999405
7/21/2020,2020-05,spotify,John King Cave,Looking,QZDA82018397,11,Song,US,0.024414
7/21/2020,2020-05,spotify,John King Cave,Looking,QZDA82018397,25,Song,US,0.07292801
7/21/2020,2020-05,spotify,John King Cave,Looking,QZDA82018397,2,Song,US,0.003209
7/21/2020,2020-05,spotify,John King Cave,Looking,QZDA82018397,2,Song,US,0.003085
7/21/2020,2020-05,spotify,John King Cave,Looking,QZDA82018397,48,Song,US,0.26222802
7/22/2020,2020-05,spotify,John King Cave,Looking,QZDA82018397,1,Song,BE,0.00291592
7/22/2020,2020-05,spotify,John King Cave,Looking,QZDA82018397,4,Song,NL,0.02271981
8/27/2020,2020-05,youtube,John King Cave,Looking,QZDA82018397,2,Song,US,0.021059
7/25/2020,2020-06,applemusic,John King Cave,Looking,QZDA82018397,14,Song,US,0.06443395
7/25/2020,2020-06,applemusic,John King Cave,Looking,QZDA82018397,2,Song,US,0.00676462
7/24/2020,2020-06,itunesmatch,John King Cave,Looking,QZDA82018397,1,Song,US,0.00044682
8/25/2020,2020-06,spotify,John King Cave,Looking,QZDA82018397,18,Song,US,0.08223101
9/3/2020,2020-07,applemusic,John King Cave,Looking,QZDA82018397,12,Song,US,0.05602582
9/3/2020,2020-07,applemusic,John King Cave,Looking,QZDA82018397,3,Song,US,0.01400646
9/2/2020,2020-07,itunesmatch,John King Cave,Looking,QZDA82018397,2,Song,US,0.00108531
9/26/2020,2020-07,spotify,John King Cave,Looking,QZDA82018397,1,Song,NL,0.00292066
9/26/2020,2020-07,spotify,John King Cave,Looking,QZDA82018397,6,Song,NO,0.04030511
9/27/2020,2020-07,spotify,John King Cave,Looking,QZDA82018397,1,Song,US,0.001756
9/27/2020,2020-07,spotify,John King Cave,Looking,QZDA82018397,5,Song,US,0.026943
9/27/2020,2020-07,spotify,John King Cave,Looking,QZDA82018397,1,Song,US,0.001964
9/27/2020,2020-07,spotify,John King Cave,Looking,QZDA82018397,5,Song,US,0.014215
9/28/2020,2020-08,applemusic,John King Cave,Looking,QZDA82018397,8,Song,US,0.03715904
10/24/2020,2020-08,spotify,John King Cave,Looking,QZDA82018397,2,Song,NO,0.01348268
10/24/2020,2020-08,spotify,John King Cave,Looking,QZDA82018397,1,Song,AU,0.00466246
10/24/2020,2020-08,spotify,John King Cave,Looking,QZDA82018397,17,Song,US,0.05018295
10/23/2020,2020-09,applemusic,John King Cave,Looking,QZDA82018397,5,Song,US,0.02230013
11/27/2020,2020-09,spotify,John King Cave,Looking,QZDA82018397,1,Song,RU,0.00036617
11/27/2020,2020-09,spotify,John King Cave,Looking,QZDA82018397,18,Song,US,0.06621894
11/8/2020,2020-09,youtube,John King Cave,Looking,QZDA82018397,1,Song,US,0.00311
11/28/2020,2020-10,applemusic,John King Cave,Looking,QZDA82018397,1,Song,US,0.00496101
12/25/2020,2020-10,spotify,John King Cave,Looking,QZDA82018397,1,Song,ES,0.00253154
12/25/2020,2020-10,spotify,John King Cave,Looking,QZDA82018397,11,Song,US,0.040969
12/25/2020,2020-10,spotify,John King Cave,Looking,QZDA82018397,1,Song,GB,0.00379687
12/26/2020,2020-11,applemusic,John King Cave,Looking,QZDA82018397,1,Song,US,0.0048834
1/23/2021,2020-11,spotify,John King Cave,Looking,QZDA82018397,2,Song,NO,0.01339994
1/23/2021,2020-11,spotify,John King Cave,Looking,QZDA82018397,4,Song,US,0.01335399
1/27/2021,2020-12,applemusic,John King Cave,Looking,QZDA82018397,5,Song,US,0.02746765
2/7/2021,2020-12,youtube,John King Cave,Lovey Baby,QZPLR2031046,2,Song,ES,0.004298
2/7/2021,2020-12,youtube,John King Cave,Lovey Baby,QZPLR2031046,1,Song,FR,0.000638
2/7/2021,2020-12,youtube,John King Cave,Lovey Baby,QZPLR2031046,1,Song,IT,0.001748
2/7/2021,2020-12,youtube,John King Cave,Lovey Baby,QZPLR2031046,2,Song,US,0.015394
2/7/2021,2020-12,youtube red,John King Cave,Lovey Baby,QZPLR2031046,1,Song,US,0.005767
1/27/2021,2020-12,applemusic,John King Cave,Oh My Love,QZNWX2008882,24,Song,US,0.14004223
2/7/2021,2020-12,youtube,John King Cave,Oh My Love,QZNWX2008882,4,Song,US,0.030692
2/7/2021,2020-12,youtube,John King Cave,Oh My Love,QZNWX2008882,4,Song,UY,0.001051
2/7/2021,2020-12,youtube,John King Cave,Oh My Love (Theme),QZPLR2031045,5,Song,CZ,0.003397
2/7/2021,2020-12,youtube,John King Cave,Oh My Love (Theme),QZPLR2031045,5,Song,DE,0.004346
2/7/2021,2020-12,youtube,John King Cave,Oh My Love (Theme),QZPLR2031045,7,Song,ES,0.007951
2/7/2021,2020-12,youtube,John King Cave,Oh My Love (Theme),QZPLR2031045,3,Song,FR,0.001574
2/7/2021,2020-12,youtube,John King Cave,Oh My Love (Theme),QZPLR2031045,2,Song,SE,0.006876
2/7/2021,2020-12,youtube,John King Cave,Oh My Love (Theme),QZPLR2031045,6,Song,US,0.01802
2/7/2021,2020-12,youtube,John King Cave,Oh My Love (Theme),QZPLR2031045,1,Song,CA,0.009315
2/7/2021,2020-12,youtube,John King Cave,Oh My Love (Theme),QZPLR2031045,2,Song,PL,0.002029
6/2/2020,2020-04,applemusic,John King Cave,Only a Child of Roses,QZDA72098220,2,Song,US,0.00612601
6/2/2020,2020-04,applemusic,John King Cave,Only a Child of Roses,QZDA72098220,13,Song,US,0.06615708
6/2/2020,2020-04,applemusic,John King Cave,Only a Child of Roses,QZDA72098220,1,Song,US,0.003888
